order_id,ship_date,delivery_date,delivery_status,courier
O21275,2025-05-22,2025-05-26,On Time,UPS
O21276,2025-05-21,2025-05-26,On Time,FedEx
O21278,2025-05-22,2025-05-25,On Time,UPS
O21279,2025-05-21,2025-05-24,On Time,FedEx
O21280,2025-05-21,2025-05-26,On Time,Amazon Logistics
O21281,2025-05-23,2025-05-25,Late,Amazon Logistics
O21282,2025-05-22,2025-05-25,Late,DHL
O21286,2025-05-22,2025-05-25,On Time,FedEx
O21287,2025-05-22,2025-05-25,Late,Amazon Logistics
O21289,2025-05-21,2025-05-24,On Time,UPS
O21292,2025-05-21,2025-05-24,On Time,UPS
O21299,2025-05-23,2025-05-26,On Time,Amazon Logistics
O21300,2025-05-23,2025-05-28,On Time,Amazon Logistics
O21301,2025-05-22,2025-05-24,On Time,Amazon Logistics
O21302,2025-05-23,2025-05-28,On Time,DHL
O21303,2025-05-21,,On Time,FedEx
O21305,2025-05-22,2025-05-27,Late,Amazon Logistics
O21307,2025-05-22,,On Time,FedEx
O21310,2025-05-23,2025-05-25,Late,UPS
O21312,2025-05-22,,On Time,UPS
O21313,2025-05-22,2025-05-26,On Time,Amazon Logistics
O21316,2025-05-24,2025-05-28,Late,DHL
O21321,2025-05-24,2025-05-29,On Time,FedEx
O21323,2025-05-24,2025-05-27,On Time,FedEx
O21324,2025-05-23,2025-05-27,On Time,Amazon Logistics
O21326,2025-05-22,2025-05-24,Late,Amazon Logistics
O21327,2025-05-23,2025-05-26,On Time,FedEx
O21330,2025-05-23,2025-05-26,On Time,UPS
O21333,2025-05-23,2025-05-27,Late,FedEx
O21334,2025-05-23,2025-05-25,On Time,UPS
O21335,2025-05-22,2025-05-25,On Time,UPS
O21337,2025-05-22,2025-05-25,On Time,UPS
O21341,2025-05-22,2025-05-25,On Time,FedEx
O21344,2025-05-23,2025-05-27,On Time,DHL
O21345,2025-05-24,2025-05-28,On Time,FedEx
O21346,2025-05-23,,On Time,Amazon Logistics
O21347,2025-05-23,2025-05-25,On Time,UPS
O21348,2025-05-23,2025-05-28,Late,DHL
O21349,2025-05-22,2025-05-25,Late,Amazon Logistics
O21351,2025-05-24,2025-05-26,On Time,Amazon Logistics
O21361,2025-05-22,2025-05-26,On Time,UPS
O21362,2025-05-24,,On Time,UPS
O21364,2025-05-24,2025-05-29,Late,UPS
O21365,2025-05-24,2025-05-26,On Time,FedEx
O21366,2025-05-23,2025-05-26,On Time,FedEx
O21369,2025-05-24,2025-05-27,Late,UPS
O21372,2025-05-24,,Late,DHL
O21373,2025-05-22,2025-05-27,On Time,Amazon Logistics
O21375,2025-05-22,2025-05-24,On Time,UPS
O21376,2025-05-24,2025-05-27,On Time,DHL
O21377,2025-05-23,2025-05-26,On Time,DHL
O21378,2025-05-22,2025-05-24,On Time,FedEx
O21381,2025-05-22,2025-05-25,Late,UPS
O21383,2025-05-22,2025-05-27,Late,DHL
O21384,2025-05-23,2025-05-27,On Time,Amazon Logistics
O21386,2025-05-24,2025-05-27,Late,DHL
O21387,2025-05-24,2025-05-28,On Time,Amazon Logistics
O21392,2025-05-24,2025-05-29,On Time,FedEx
O21393,2025-05-22,,On Time,DHL
O21394,2025-05-24,2025-05-27,On Time,UPS
O21396,2025-05-24,2025-05-29,Late,UPS
O21397,2025-05-23,2025-05-26,On Time,UPS
O21398,2025-05-24,2025-05-29,On Time,UPS
O21401,2025-05-23,2025-05-27,On Time,Amazon Logistics
O21402,2025-05-22,2025-05-27,Late,Amazon Logistics
O21403,2025-05-24,2025-05-29,Late,FedEx
O21406,2025-05-22,2025-05-25,On Time,DHL
O21407,2025-05-24,2025-05-26,On Time,FedEx
O21408,2025-05-22,2025-05-25,On Time,Amazon Logistics
O21412,2025-05-24,2025-05-28,On Time,DHL
O21413,2025-05-23,2025-05-25,Late,DHL
O21414,2025-05-25,2025-05-29,On Time,UPS
O21415,2025-05-25,2025-05-29,On Time,DHL
O21416,2025-05-25,2025-05-27,On Time,FedEx
O21417,2025-05-23,2025-05-26,On Time,Amazon Logistics
O21418,2025-05-25,2025-05-27,Late,DHL
O21419,2025-05-24,2025-05-29,On Time,Amazon Logistics
O21420,2025-05-24,2025-05-29,On Time,UPS
O21421,2025-05-25,2025-05-30,Late,DHL
O21422,2025-05-25,2025-05-28,On Time,DHL
O21423,2025-05-25,2025-05-27,Late,UPS
O21425,2025-05-23,2025-05-26,On Time,UPS
O21426,2025-05-25,2025-05-30,Late,DHL
O21429,2025-05-24,,On Time,DHL
O21432,2025-05-24,2025-05-29,Late,UPS
O21435,2025-05-25,2025-05-30,Late,UPS
O21437,2025-05-24,2025-05-27,Late,Amazon Logistics
O21438,2025-05-23,2025-05-25,On Time,UPS
O21439,2025-05-25,,Late,Amazon Logistics
O21441,2025-05-24,2025-05-29,On Time,FedEx
O21443,2025-05-23,2025-05-26,Late,UPS
O21444,2025-05-25,2025-05-28,Late,FedEx
O21446,2025-05-24,2025-05-27,On Time,DHL
O21447,2025-05-24,2025-05-26,On Time,Amazon Logistics
O21448,2025-05-25,2025-05-27,Late,UPS
O21451,2025-05-24,2025-05-26,On Time,DHL
O21452,2025-05-24,2025-05-27,On Time,UPS
O21455,2025-05-25,2025-05-30,Late,FedEx
O21456,2025-05-25,2025-05-28,On Time,Amazon Logistics
O21459,2025-05-25,2025-05-29,On Time,DHL
O21461,2025-05-25,2025-05-29,Late,DHL
O21465,2025-05-25,2025-05-29,On Time,UPS
O21467,2025-05-25,,On Time,Amazon Logistics
O21469,2025-05-23,2025-05-27,Late,FedEx
O21470,2025-05-25,2025-05-30,Late,FedEx
O21471,2025-05-23,2025-05-27,On Time,Amazon Logistics
O21472,2025-05-23,2025-05-26,On Time,UPS
O21473,2025-05-24,2025-05-26,Late,DHL
O21478,2025-05-23,,On Time,DHL
O21483,2025-05-25,2025-05-30,On Time,UPS
O21486,2025-05-25,2025-05-28,On Time,Amazon Logistics
O21488,2025-05-25,2025-05-27,On Time,UPS
O21491,2025-05-24,2025-05-29,Late,DHL
O21495,2025-05-23,,Late,FedEx
O21496,2025-05-24,2025-05-27,Late,DHL
O21498,2025-05-24,2025-05-26,On Time,DHL
O21499,2025-05-25,2025-05-27,On Time,FedEx
O21503,2025-05-24,2025-05-27,On Time,FedEx
O21504,2025-05-23,2025-05-26,On Time,UPS
O21505,2025-05-24,2025-05-29,On Time,Amazon Logistics
O21506,2025-05-24,2025-05-26,Late,DHL
O21507,2025-05-24,2025-05-29,Late,FedEx
O21509,2025-05-25,2025-05-28,On Time,Amazon Logistics
O21510,2025-05-25,2025-05-29,On Time,Amazon Logistics
O21511,2025-05-25,2025-05-29,Late,Amazon Logistics
O21513,2025-05-25,2025-05-28,Late,FedEx
O21514,2025-05-23,2025-05-26,Late,FedEx
O21517,2025-05-24,,On Time,DHL
O21521,2025-05-24,2025-05-28,Late,FedEx
O21522,2025-05-24,2025-05-28,On Time,Amazon Logistics
O21526,2025-05-25,2025-05-27,Late,DHL
O21527,2025-05-24,2025-05-27,Late,DHL
O21528,2025-05-23,2025-05-26,On Time,UPS
O21529,2025-05-24,2025-05-26,On Time,DHL
O21531,2025-05-25,2025-05-30,On Time,DHL
O21532,2025-05-25,2025-05-29,On Time,Amazon Logistics
O21534,2025-05-24,,Late,Amazon Logistics
O21537,2025-05-25,,Late,DHL
O21538,2025-05-25,2025-05-28,Late,DHL
O21540,2025-05-23,2025-05-25,On Time,DHL
O21544,2025-05-23,2025-05-27,Late,FedEx
O21547,2025-05-24,2025-05-27,Late,DHL
O21550,2025-05-24,2025-05-26,Late,DHL
O21553,2025-05-24,2025-05-26,On Time,UPS
O21556,2025-05-26,2025-05-29,On Time,UPS
O21557,2025-05-25,2025-05-27,On Time,DHL
O21558,2025-05-26,2025-05-28,Late,UPS
O21562,2025-05-26,2025-05-28,On Time,FedEx
O21563,2025-05-24,2025-05-26,On Time,DHL
O21566,2025-05-26,2025-05-29,On Time,FedEx
O21568,2025-05-25,2025-05-27,Late,UPS
O21569,2025-05-24,2025-05-27,On Time,FedEx
O21571,2025-05-25,2025-05-27,On Time,FedEx
O21572,2025-05-24,,Late,Amazon Logistics
O21576,2025-05-26,2025-05-31,Late,UPS
O21579,2025-05-26,2025-05-28,Late,UPS
O21581,2025-05-26,2025-05-29,Late,FedEx
O21582,2025-05-25,2025-05-28,Late,FedEx
O21585,2025-05-25,2025-05-27,On Time,DHL
O21590,2025-05-26,2025-05-29,Late,FedEx
O21591,2025-05-24,2025-05-28,Late,UPS
O21593,2025-05-26,2025-05-31,On Time,DHL
O21594,2025-05-25,2025-05-28,On Time,UPS
O21597,2025-05-26,2025-05-30,Late,UPS
O21599,2025-05-25,2025-05-27,Late,DHL
O21600,2025-05-27,,On Time,DHL
O21601,2025-05-25,,Late,DHL
O21602,2025-05-27,2025-05-29,Late,Amazon Logistics
O21606,2025-05-27,2025-06-01,On Time,FedEx
O21607,2025-05-27,,Late,UPS
O21610,2025-05-25,,On Time,FedEx
O21612,2025-05-26,2025-05-31,On Time,Amazon Logistics
O21613,2025-05-26,2025-05-30,Late,FedEx
O21616,2025-05-27,2025-06-01,On Time,UPS
O21620,2025-05-26,2025-05-31,On Time,DHL
O21621,2025-05-27,2025-05-30,Late,DHL
O21623,2025-05-25,2025-05-28,Late,UPS
O21629,2025-05-25,2025-05-29,Late,DHL
O21630,2025-05-27,2025-05-30,Late,UPS
O21631,2025-05-27,2025-05-30,On Time,UPS
O21632,2025-05-26,2025-05-30,Late,DHL
O21633,2025-05-26,2025-05-30,On Time,UPS
O21635,2025-05-25,2025-05-27,On Time,Amazon Logistics
O21639,2025-05-27,2025-05-30,Late,FedEx
O21643,2025-05-26,2025-05-28,On Time,UPS
O21644,2025-05-27,2025-05-29,On Time,Amazon Logistics
O21646,2025-05-27,2025-05-29,Late,DHL
O21647,2025-05-26,2025-05-30,On Time,UPS
O21648,2025-05-26,2025-05-28,On Time,Amazon Logistics
O21653,2025-05-27,2025-06-01,On Time,DHL
O21655,2025-05-25,2025-05-29,On Time,UPS
O21656,2025-05-25,2025-05-27,Late,FedEx
O21658,2025-05-27,2025-06-01,On Time,UPS
O21659,2025-05-26,2025-05-31,On Time,Amazon Logistics
O21660,2025-05-25,2025-05-30,Late,UPS
O21661,2025-05-27,2025-05-31,On Time,UPS
O21662,2025-05-25,2025-05-27,On Time,Amazon Logistics
O21666,2025-05-25,2025-05-27,On Time,FedEx
O21671,2025-05-27,2025-06-01,On Time,Amazon Logistics
O21673,2025-05-26,2025-05-29,On Time,FedEx
O21674,2025-05-27,2025-05-30,Late,DHL
O21678,2025-05-27,2025-05-29,Late,FedEx
O21679,2025-05-25,2025-05-30,Late,DHL
O21680,2025-05-27,,Late,UPS
O21684,2025-05-27,2025-06-01,On Time,DHL
O21685,2025-05-27,2025-05-29,On Time,FedEx
O21689,2025-05-27,2025-05-31,Late,Amazon Logistics
O21692,2025-05-27,2025-05-31,Late,Amazon Logistics
O21693,2025-05-25,2025-05-29,Late,Amazon Logistics
O21694,2025-05-26,2025-05-29,On Time,DHL
O21695,2025-05-26,2025-05-31,Late,DHL
O21697,2025-05-26,,On Time,FedEx
O21698,2025-05-27,2025-05-29,Late,FedEx
O21699,2025-05-27,2025-05-29,On Time,DHL
O21704,2025-05-27,2025-06-01,On Time,UPS
O21707,2025-05-27,2025-05-29,On Time,Amazon Logistics
O21708,2025-05-27,2025-05-29,On Time,DHL
O21709,2025-05-28,2025-05-30,On Time,UPS
O21710,2025-05-27,2025-06-01,Late,DHL
O21713,2025-05-28,2025-05-31,Late,UPS
O21714,2025-05-28,2025-05-31,Late,Amazon Logistics
O21715,2025-05-26,2025-05-29,On Time,UPS
O21720,2025-05-26,2025-05-30,On Time,DHL
O21721,2025-05-26,2025-05-30,On Time,UPS
O21723,2025-05-28,2025-06-01,Late,UPS
O21724,2025-05-27,2025-06-01,Late,FedEx
O21725,2025-05-28,2025-05-31,On Time,FedEx
O21726,2025-05-27,2025-05-30,On Time,DHL
O21727,2025-05-27,2025-06-01,On Time,UPS
O21731,2025-05-27,2025-05-29,On Time,Amazon Logistics
O21738,2025-05-28,2025-05-30,Late,UPS
O21739,2025-05-26,2025-05-28,Late,UPS
O21741,2025-05-27,2025-05-29,On Time,UPS
O21742,2025-05-26,,On Time,UPS
O21744,2025-05-28,2025-05-31,Late,Amazon Logistics
O21745,2025-05-26,,Late,DHL
O21748,2025-05-26,2025-05-31,On Time,UPS
O21750,2025-05-26,2025-05-30,Late,FedEx
O21753,2025-05-27,2025-05-29,Late,DHL
O21757,2025-05-26,2025-05-28,On Time,DHL
O21760,2025-05-26,2025-05-28,Late,UPS
O21767,2025-05-26,2025-05-29,Late,UPS
O21769,2025-05-26,2025-05-30,On Time,UPS
O21770,2025-05-28,2025-06-01,On Time,UPS
O21774,2025-05-26,2025-05-31,Late,Amazon Logistics
O21777,2025-05-26,2025-05-29,Late,UPS
O21778,2025-05-27,2025-06-01,Late,Amazon Logistics
O21780,2025-05-27,2025-06-01,On Time,FedEx
O21781,2025-05-27,2025-05-31,Late,DHL
O21782,2025-05-26,2025-05-30,Late,FedEx
O21783,2025-05-27,2025-06-01,Late,Amazon Logistics
O21786,2025-05-28,2025-06-01,On Time,Amazon Logistics
O21787,2025-05-26,,Late,DHL
O21788,2025-05-27,,On Time,Amazon Logistics
O21791,2025-05-28,2025-06-01,On Time,DHL
O21794,2025-05-26,2025-05-28,Late,DHL
O21796,2025-05-27,2025-06-01,Late,FedEx
O21797,2025-05-27,2025-05-29,On Time,Amazon Logistics
O21799,2025-05-26,2025-05-31,On Time,FedEx
O21802,2025-05-26,2025-05-29,On Time,FedEx
O21804,2025-05-28,2025-05-30,Late,UPS
O21805,2025-05-28,2025-05-31,On Time,Amazon Logistics
O21806,2025-05-26,2025-05-29,Late,Amazon Logistics
O21807,2025-05-28,2025-06-01,Late,DHL
O21809,2025-05-28,2025-05-30,On Time,UPS
O21815,2025-05-27,2025-05-29,On Time,DHL
O21820,2025-05-27,2025-06-01,Late,UPS
O21823,2025-05-29,2025-05-31,On Time,Amazon Logistics
O21826,2025-05-28,2025-05-31,On Time,Amazon Logistics
O21830,2025-05-27,2025-05-30,On Time,DHL
O21831,2025-05-29,2025-06-01,Late,Amazon Logistics
O21835,2025-05-27,2025-05-31,On Time,UPS
O21836,2025-05-29,2025-06-02,On Time,FedEx
O21837,2025-05-27,,On Time,UPS
O21838,2025-05-28,,Late,UPS
O21839,2025-05-27,2025-05-31,On Time,UPS
O21840,2025-05-27,2025-05-30,Late,DHL
O21844,2025-05-29,2025-06-01,On Time,UPS
O21845,2025-05-27,2025-06-01,On Time,DHL
O21847,2025-05-29,2025-06-01,Late,FedEx
O21848,2025-05-28,2025-06-01,Late,UPS
O21851,2025-05-27,2025-05-31,On Time,DHL
O21853,2025-05-29,2025-06-01,On Time,FedEx
O21855,2025-05-29,2025-05-31,On Time,Amazon Logistics
O21856,2025-05-29,2025-06-02,On Time,DHL
O21857,2025-05-27,2025-06-01,On Time,UPS
O21861,2025-05-29,2025-06-03,Late,Amazon Logistics
O21863,2025-05-28,2025-06-01,Late,DHL
O21867,2025-05-29,2025-06-02,On Time,Amazon Logistics
O21871,2025-05-29,2025-06-01,On Time,FedEx
O21872,2025-05-27,2025-06-01,On Time,Amazon Logistics
O21877,2025-05-28,2025-06-02,Late,DHL
O21880,2025-05-29,2025-05-31,Late,DHL
O21881,2025-05-30,2025-06-03,On Time,UPS
O21883,2025-05-30,2025-06-03,Late,FedEx
O21884,2025-05-30,2025-06-04,On Time,Amazon Logistics
O21887,2025-05-29,,Late,UPS
O21892,2025-05-30,2025-06-01,Late,DHL
O21893,2025-05-28,2025-06-02,On Time,FedEx
O21894,2025-05-28,,On Time,FedEx
O21895,2025-05-28,2025-05-30,On Time,UPS
O21897,2025-05-30,2025-06-04,Late,Amazon Logistics
O21899,2025-05-28,2025-05-31,On Time,UPS
O21900,2025-05-28,2025-05-30,On Time,Amazon Logistics
O21901,2025-05-30,2025-06-04,On Time,UPS
O21904,2025-05-30,2025-06-04,On Time,UPS
O21905,2025-05-29,2025-06-01,On Time,DHL
O21906,2025-05-30,,On Time,DHL
O21910,2025-05-30,2025-06-02,Late,DHL
O21912,2025-05-29,2025-06-02,Late,UPS
O21914,2025-05-29,2025-06-01,On Time,Amazon Logistics
O21915,2025-05-31,2025-06-05,Late,Amazon Logistics
O21916,2025-05-30,2025-06-02,Late,Amazon Logistics
O21918,2025-05-30,2025-06-01,On Time,DHL
O21922,2025-05-31,2025-06-02,On Time,DHL
O21924,2025-05-29,,Late,UPS
O21925,2025-05-31,2025-06-05,Late,UPS
O21926,2025-05-29,2025-06-01,On Time,UPS
O21927,2025-05-30,2025-06-04,Late,DHL
O21928,2025-05-30,2025-06-04,Late,DHL
O21929,2025-05-29,2025-06-03,Late,Amazon Logistics
O21930,2025-05-29,2025-06-03,Late,UPS
O21931,2025-05-30,2025-06-03,Late,DHL
O21936,2025-05-30,2025-06-04,Late,UPS
O21937,2025-05-29,2025-05-31,On Time,UPS
O21941,2025-05-30,,On Time,DHL
O21942,2025-05-30,2025-06-02,On Time,UPS
O21947,2025-05-31,2025-06-04,On Time,UPS
O21952,2025-05-29,2025-06-02,On Time,Amazon Logistics
O21953,2025-05-31,2025-06-03,On Time,Amazon Logistics
O21956,2025-05-30,,On Time,DHL
O21957,2025-05-29,2025-06-02,On Time,Amazon Logistics
O21959,2025-05-29,2025-06-02,On Time,DHL
O21960,2025-05-31,2025-06-02,On Time,FedEx
O21961,2025-05-30,2025-06-02,Late,UPS
O21962,2025-05-29,2025-05-31,On Time,UPS
O21965,2025-05-31,2025-06-05,On Time,FedEx
O21966,2025-05-31,2025-06-05,Late,Amazon Logistics
O21969,2025-05-30,2025-06-02,Late,DHL
O21970,2025-05-30,2025-06-02,Late,FedEx
O21971,2025-05-31,2025-06-05,Late,FedEx
O21973,2025-05-31,2025-06-02,Late,UPS
O21976,2025-05-29,,Late,DHL
O21977,2025-05-29,2025-06-01,On Time,Amazon Logistics
O21978,2025-05-29,2025-06-03,Late,DHL
O21979,2025-05-29,2025-06-03,Late,UPS
O21980,2025-05-29,2025-05-31,On Time,FedEx
O21981,2025-05-29,,Late,DHL
O21984,2025-05-30,2025-06-04,Late,Amazon Logistics
O21985,2025-05-30,2025-06-04,On Time,Amazon Logistics
O21987,2025-05-29,2025-06-02,Late,Amazon Logistics
O21989,2025-05-29,2025-06-02,Late,DHL
O21994,2025-05-31,2025-06-02,Late,DHL
O21996,2025-05-30,2025-06-02,On Time,FedEx
O21997,2025-05-29,2025-06-02,Late,UPS
O22002,2025-05-30,2025-06-03,On Time,DHL
O22003,2025-05-31,2025-06-05,On Time,FedEx
O22006,2025-05-29,2025-05-31,On Time,FedEx
O22008,2025-05-29,2025-06-03,On Time,FedEx
O22012,2025-05-31,2025-06-04,Late,UPS
O22014,2025-05-29,2025-06-01,On Time,UPS
O22015,2025-05-31,2025-06-03,On Time,DHL
O22016,2025-05-29,2025-06-03,On Time,FedEx
O22017,2025-05-31,2025-06-02,Late,FedEx
O22021,2025-05-29,2025-06-01,On Time,FedEx
O22025,2025-05-29,2025-06-02,Late,FedEx
O22026,2025-05-31,2025-06-05,On Time,FedEx
O22027,2025-05-30,2025-06-02,On Time,FedEx
O22028,2025-05-29,2025-06-01,Late,UPS
O22030,2025-06-01,2025-06-06,On Time,Amazon Logistics
O22034,2025-05-31,2025-06-03,On Time,DHL
O22036,2025-05-31,2025-06-04,On Time,DHL
O22037,2025-06-01,2025-06-03,On Time,FedEx
O22039,2025-06-01,2025-06-03,Late,UPS
O22040,2025-05-30,2025-06-01,On Time,DHL
O22041,2025-05-30,2025-06-03,On Time,UPS
O22042,2025-06-01,2025-06-05,Late,DHL
O22044,2025-05-30,2025-06-03,Late,DHL
O22051,2025-05-31,2025-06-05,On Time,DHL
O22052,2025-05-31,2025-06-05,Late,DHL
O22053,2025-06-01,2025-06-03,Late,FedEx
O22054,2025-05-30,2025-06-01,On Time,Amazon Logistics
O22055,2025-05-31,2025-06-03,Late,UPS
O22056,2025-05-31,2025-06-04,Late,Amazon Logistics
O22059,2025-05-31,2025-06-04,On Time,UPS
O22061,2025-05-31,2025-06-05,On Time,FedEx
O22062,2025-05-30,2025-06-04,On Time,Amazon Logistics
O22065,2025-05-31,2025-06-02,On Time,FedEx
O22066,2025-06-01,,On Time,DHL
O22070,2025-05-30,2025-06-04,Late,Amazon Logistics
O22072,2025-06-01,2025-06-03,Late,FedEx
O22082,2025-05-31,2025-06-02,Late,FedEx
O22083,2025-05-30,2025-06-02,On Time,UPS
O22085,2025-05-31,,On Time,DHL
O22086,2025-06-01,2025-06-05,On Time,FedEx
O22088,2025-06-01,2025-06-04,Late,Amazon Logistics
O22089,2025-05-30,2025-06-02,On Time,Amazon Logistics
O22092,2025-05-31,2025-06-03,Late,UPS
O22094,2025-06-01,2025-06-04,On Time,UPS
O22095,2025-05-31,2025-06-02,On Time,DHL
O22098,2025-05-31,2025-06-04,Late,DHL
O22101,2025-05-30,2025-06-01,On Time,DHL
O22104,2025-06-01,2025-06-05,On Time,DHL
O22110,2025-05-31,2025-06-02,Late,UPS
O22111,2025-06-01,2025-06-05,On Time,Amazon Logistics
O22115,2025-05-31,2025-06-04,On Time,UPS
O22116,2025-06-01,2025-06-06,Late,UPS
O22117,2025-06-01,2025-06-03,Late,Amazon Logistics
O22121,2025-06-01,2025-06-04,Late,UPS
O22123,2025-05-31,2025-06-05,Late,DHL
O22124,2025-05-31,2025-06-03,Late,DHL
O22126,2025-05-31,2025-06-02,On Time,Amazon Logistics
O22127,2025-05-31,2025-06-04,Late,FedEx
O22128,2025-06-01,2025-06-06,Late,Amazon Logistics
O22129,2025-06-02,,Late,UPS
O22131,2025-06-02,2025-06-05,Late,DHL
O22136,2025-06-02,2025-06-06,On Time,DHL
O22142,2025-05-31,2025-06-03,On Time,DHL
O22145,2025-06-01,2025-06-04,Late,DHL
O22146,2025-06-01,2025-06-03,Late,UPS
O22147,2025-05-31,2025-06-03,Late,DHL
O22150,2025-06-01,2025-06-04,On Time,Amazon Logistics
O22151,2025-06-01,2025-06-04,Late,UPS
O22155,2025-06-01,2025-06-03,On Time,UPS
O22157,2025-05-31,2025-06-04,Late,Amazon Logistics
O22158,2025-06-01,2025-06-06,On Time,FedEx
O22159,2025-06-01,2025-06-03,On Time,Amazon Logistics
O22161,2025-06-01,,On Time,UPS
O22162,2025-05-31,2025-06-05,On Time,FedEx
O22163,2025-06-01,2025-06-03,On Time,Amazon Logistics
O22166,2025-06-01,2025-06-03,Late,DHL
O22170,2025-06-01,2025-06-03,Late,DHL
O22171,2025-06-02,,On Time,UPS
O22172,2025-06-01,2025-06-06,Late,DHL
O22175,2025-06-03,,Late,DHL
O22177,2025-06-02,2025-06-05,Late,Amazon Logistics
O22178,2025-06-02,2025-06-07,Late,DHL
O22179,2025-06-02,2025-06-05,On Time,FedEx
O22180,2025-06-01,2025-06-05,On Time,Amazon Logistics
O22185,2025-06-03,2025-06-05,Late,Amazon Logistics
O22187,2025-06-03,2025-06-08,Late,DHL
O22188,2025-06-03,2025-06-05,On Time,Amazon Logistics
O22192,2025-06-01,2025-06-05,On Time,UPS
O22198,2025-06-02,2025-06-07,Late,DHL
O22199,2025-06-02,,Late,Amazon Logistics
O22202,2025-06-02,2025-06-06,On Time,FedEx
O22203,2025-06-03,,Late,DHL
O22206,2025-06-01,2025-06-04,On Time,UPS
O22208,2025-06-02,2025-06-04,On Time,UPS
O22209,2025-06-01,2025-06-03,On Time,UPS
O22210,2025-06-01,2025-06-03,On Time,FedEx
O22211,2025-06-03,2025-06-05,Late,FedEx
O22213,2025-06-01,,On Time,DHL
O22219,2025-06-02,,Late,UPS
O22220,2025-06-03,2025-06-06,Late,UPS
O22222,2025-06-02,2025-06-07,On Time,FedEx
O22225,2025-06-04,2025-06-06,On Time,DHL
O22226,2025-06-04,2025-06-06,On Time,DHL
O22228,2025-06-02,2025-06-07,Late,UPS
O22231,2025-06-04,2025-06-07,On Time,FedEx
O22232,2025-06-02,2025-06-04,On Time,DHL
O22234,2025-06-03,2025-06-06,Late,UPS
O22236,2025-06-03,2025-06-08,Late,FedEx
O22237,2025-06-04,2025-06-08,Late,Amazon Logistics
O22241,2025-06-04,2025-06-07,On Time,FedEx
O22243,2025-06-04,2025-06-07,On Time,UPS
O22246,2025-06-05,2025-06-10,On Time,UPS
O22249,2025-06-03,2025-06-06,Late,Amazon Logistics
O22250,2025-06-05,2025-06-07,Late,FedEx
O22253,2025-06-03,2025-06-05,On Time,FedEx
O22254,2025-06-05,2025-06-10,On Time,FedEx
O22259,2025-06-05,2025-06-07,Late,Amazon Logistics
O22261,2025-06-05,2025-06-10,Late,DHL
O22263,2025-06-05,2025-06-09,Late,Amazon Logistics
O22264,2025-06-04,2025-06-09,On Time,UPS
O22265,2025-06-03,2025-06-05,Late,DHL
O22268,2025-06-03,2025-06-08,On Time,UPS
O22269,2025-06-04,2025-06-08,On Time,DHL
O22272,2025-06-05,2025-06-07,On Time,DHL
O22274,2025-06-05,2025-06-08,Late,FedEx
O22276,2025-06-04,2025-06-06,Late,FedEx
O22277,2025-06-05,2025-06-10,On Time,DHL
O22281,2025-06-03,2025-06-05,On Time,UPS
O22282,2025-06-05,2025-06-10,Late,Amazon Logistics
O22286,2025-06-04,2025-06-07,Late,Amazon Logistics
O22287,2025-06-03,2025-06-07,Late,Amazon Logistics
O22288,2025-06-05,,On Time,DHL
O22290,2025-06-04,,Late,UPS
O22291,2025-06-04,2025-06-08,Late,UPS
O22293,2025-06-05,2025-06-08,Late,FedEx
O22294,2025-06-03,2025-06-06,On Time,DHL
O22298,2025-06-04,2025-06-06,Late,UPS
O22304,2025-06-03,2025-06-05,On Time,UPS
O22305,2025-06-05,2025-06-07,Late,UPS
O22306,2025-06-03,2025-06-05,Late,FedEx
O22308,2025-06-05,2025-06-08,Late,UPS
O22309,2025-06-04,2025-06-06,On Time,FedEx
O22313,2025-06-04,2025-06-06,On Time,Amazon Logistics
O22315,2025-06-04,2025-06-06,On Time,DHL
O22318,2025-06-03,2025-06-06,Late,FedEx
O22327,2025-06-04,2025-06-09,Late,Amazon Logistics
O22329,2025-06-04,2025-06-07,On Time,DHL
O22331,2025-06-05,2025-06-09,Late,UPS
O22334,2025-06-03,2025-06-08,On Time,FedEx
O22335,2025-06-03,2025-06-06,On Time,UPS
O22337,2025-06-05,2025-06-09,On Time,Amazon Logistics
O22338,2025-06-04,2025-06-09,On Time,UPS
O22339,2025-06-05,,On Time,UPS
O22342,2025-06-05,2025-06-10,On Time,DHL
O22344,2025-06-03,2025-06-05,Late,UPS
O22346,2025-06-03,2025-06-06,On Time,Amazon Logistics
O22349,2025-06-04,2025-06-08,Late,DHL
O22351,2025-06-04,2025-06-08,Late,DHL
O22352,2025-06-05,2025-06-10,On Time,DHL
O22353,2025-06-04,,Late,Amazon Logistics
O22354,2025-06-04,2025-06-08,On Time,Amazon Logistics
O22356,2025-06-05,2025-06-09,Late,FedEx
O22361,2025-06-03,2025-06-05,On Time,FedEx
O22364,2025-06-04,2025-06-09,Late,FedEx
O22368,2025-06-03,2025-06-05,On Time,UPS
O22369,2025-06-05,2025-06-07,On Time,DHL
O22370,2025-06-04,2025-06-07,Late,UPS
O22371,2025-06-04,2025-06-07,On Time,UPS
O22373,2025-06-04,2025-06-08,Late,DHL
O22384,2025-06-04,2025-06-08,Late,UPS
O22386,2025-06-05,2025-06-08,Late,Amazon Logistics
O22388,2025-06-04,,On Time,Amazon Logistics
O22389,2025-06-05,2025-06-07,On Time,FedEx
O22390,2025-06-05,2025-06-07,Late,FedEx
O22392,2025-06-06,2025-06-08,Late,UPS
O22394,2025-06-04,2025-06-08,Late,FedEx
